Date,State,TotalSamples,Negative,Positive,Total_affected
2/28/2021,Tamil Nadu,17479572,,,
3/1/2021,Tamil Nadu,17529663,,,
3/2/2021,Tamil Nadu,17579872,,,
3/3/2021,Tamil Nadu,17630655,,,
3/4/2021,Tamil Nadu,17681361,,,
3/5/2021,Tamil Nadu,17736224,,,
3/6/2021,Tamil Nadu,17791275,,,
3/7/2021,Tamil Nadu,17846391,,,
3/8/2021,Tamil Nadu,17900716,,,
3/9/2021,Tamil Nadu,17955850,,,
3/10/2021,Tamil Nadu,18020932,,,
3/11/2021,Tamil Nadu,18086877,,,
3/12/2021,Tamil Nadu,18151986,,,
3/13/2021,Tamil Nadu,18217281,,,
3/14/2021,Tamil Nadu,18284550,,,
3/15/2021,Tamil Nadu,18349379,,,
3/16/2021,Tamil Nadu,18413572,,,
3/17/2021,Tamil Nadu,18485460,,,
3/18/2021,Tamil Nadu,18557485,,,
3/19/2021,Tamil Nadu,18630686,,,
3/20/2021,Tamil Nadu,18705851,,,
3/21/2021,Tamil Nadu,18781109,,,
3/22/2021,Tamil Nadu,18854356,,,
3/23/2021,Tamil Nadu,18930484,,,
3/24/2021,Tamil Nadu,19011118,,,
3/25/2021,Tamil Nadu,19092221,,,
3/26/2021,Tamil Nadu,19177274,,,
3/27/2021,Tamil Nadu,19262447,,,
3/28/2021,Tamil Nadu,19347797,,,
3/29/2021,Tamil Nadu,19428501,,,
3/30/2021,Tamil Nadu,19511655,,,
3/31/2021,Tamil Nadu,19595368,,,
4/1/2021,Tamil Nadu,19681244,,,
4/2/2021,Tamil Nadu,19767310,,,
4/3/2021,Tamil Nadu,19849388,,,
4/4/2021,Tamil Nadu,19932179,,,
4/5/2021,Tamil Nadu,20012235,,,
4/6/2021,Tamil Nadu,20093091,,,
4/7/2021,Tamil Nadu,20173626,,,
4/8/2021,Tamil Nadu,20258907,,,
4/9/2021,Tamil Nadu,20347042,,,
4/10/2021,Tamil Nadu,20431588,,,
4/11/2021,Tamil Nadu,20520126,,,
4/12/2021,Tamil Nadu,20603108,,,
4/13/2021,Tamil Nadu,20686440,,,
4/14/2021,Tamil Nadu,20784108,,,
4/15/2021,Tamil Nadu,20879495,,,
4/16/2021,Tamil Nadu,20976696,,,
4/17/2021,Tamil Nadu,21077500,,,
4/18/2021,Tamil Nadu,21187630,,,
4/19/2021,Tamil Nadu,21299220,,,
4/20/2021,Tamil Nadu,21400549,,,
4/21/2021,Tamil Nadu,21513210,,,
4/22/2021,Tamil Nadu,21628863,,,
4/23/2021,Tamil Nadu,21754456,,,
4/24/2021,Tamil Nadu,21880174,,,
4/25/2021,Tamil Nadu,22006472,,,
4/26/2021,Tamil Nadu,22126656,,,
4/27/2021,Tamil Nadu,22248205,,,
4/28/2021,Tamil Nadu,22378247,,,
4/29/2021,Tamil Nadu,22518836,,,
4/30/2021,Tamil Nadu,22662407,,,
5/1/2021,Tamil Nadu,22813859,,,
5/2/2021,Tamil Nadu,22956942,,,
5/3/2021,Tamil Nadu,23097963,,,
5/4/2021,Tamil Nadu,23238475,,,
5/5/2021,Tamil Nadu,23393857,,,
5/6/2021,Tamil Nadu,23545987,,,
5/7/2021,Tamil Nadu,23698799,,,
5/8/2021,Tamil Nadu,23854797,,,
5/9/2021,Tamil Nadu,24008587,,,
5/10/2021,Tamil Nadu,24154820,,,
5/11/2021,Tamil Nadu,24310931,,,
5/12/2021,Tamil Nadu,24467287,,,
5/13/2021,Tamil Nadu,24625416,,,
5/14/2021,Tamil Nadu,24785458,,,
5/15/2021,Tamil Nadu,24950403,,,
5/16/2021,Tamil Nadu,25117215,,,
5/17/2021,Tamil Nadu,25273492,,,
5/18/2021,Tamil Nadu,25433956,,,
5/19/2021,Tamil Nadu,25604311,,,
5/20/2021,Tamil Nadu,25775405,,,
5/21/2021,Tamil Nadu,25949517,,,
5/22/2021,Tamil Nadu,26124748,,,
5/23/2021,Tamil Nadu,26301572,,,
5/24/2021,Tamil Nadu,26469766,,,
5/25/2021,Tamil Nadu,26641632,,,
5/26/2021,Tamil Nadu,26814056,,,
5/27/2021,Tamil Nadu,26988201,,,
5/28/2021,Tamil Nadu,27163743,,,
5/29/2021,Tamil Nadu,27338092,,,
5/30/2021,Tamil Nadu,27511443,,,
5/31/2021,Tamil Nadu,27675115,,,
6/1/2021,Tamil Nadu,27842512,,,
6/2/2021,Tamil Nadu,28016841,,,
6/3/2021,Tamil Nadu,28196279,,,
6/4/2021,Tamil Nadu,28371312,,,
6/5/2021,Tamil Nadu,28546677,,,
6/6/2021,Tamil Nadu,28721659,,,
6/7/2021,Tamil Nadu,28892497,,,
6/8/2021,Tamil Nadu,29062609,,,
6/9/2021,Tamil Nadu,29243359,,,
6/10/2021,Tamil Nadu,29425279,,,
6/11/2021,Tamil Nadu,29607865,,,
6/12/2021,Tamil Nadu,29790743,,,
6/13/2021,Tamil Nadu,29968038,,,
6/14/2021,Tamil Nadu,30138294,,,
6/15/2021,Tamil Nadu,30309255,,,
6/16/2021,Tamil Nadu,30480340,,,
6/17/2021,Tamil Nadu,30655350,,,
6/18/2021,Tamil Nadu,30825619,,,
6/19/2021,Tamil Nadu,30996798,,,
6/20/2021,Tamil Nadu,31169341,,,
6/21/2021,Tamil Nadu,31340264,,,
6/22/2021,Tamil Nadu,31505639,,,
6/23/2021,Tamil Nadu,31675744,,,
4/19/2020,Telangana,14962,14104,858,
4/28/2020,Telangana,19063,,1009,
4/29/2020,Telangana,19278,,1016,
5/16/2020,Telangana,23388,,1551,
6/16/2020,Telangana,44431,39025,5406,
6/17/2020,Telangana,45911,40236,5675,
6/19/2020,Telangana,50569,44043,6526,
6/20/2020,Telangana,53757,46685,7072,
6/21/2020,Telangana,57054,49252,7802,
6/22/2020,Telangana,60243,51569,8674,
6/23/2020,Telangana,63249,53696,9553,
6/24/2020,Telangana,67318,56874,10444,
6/25/2020,Telangana,70934,59570,11364,
6/26/2020,Telangana,75308,62959,12349,
6/27/2020,Telangana,79231,65795,13436,
6/28/2020,Telangana,82458,68039,14419,
6/29/2020,Telangana,85106,69712,15394,
6/30/2020,Telangana,88563,72224,16339,
7/1/2020,Telangana,92797,75440,17357,
7/2/2020,Telangana,98153,79583,18570,
7/3/2020,Telangana,104118,83656,20462,
7/4/2020,Telangana,110545,83656,22312,
7/5/2020,Telangana,115835,91933,23902,
7/6/2020,Telangana,122218,96485,25733,
7/7/2020,Telangana,128438,100826,27612,
7/8/2020,Telangana,134801,105265,29536,
7/9/2020,Telangana,140755,109809,30946,
7/10/2020,Telangana,151109,118885,32224,
7/11/2020,Telangana,162171,128769,33402,
7/12/2020,Telangana,170324,135653,34671,
7/13/2020,Telangana,181849,145628,36221,
7/14/2020,Telangana,195024,157279,37745,
7/15/2020,Telangana,208666,169324,39342,
7/16/2020,Telangana,222693,,41018,
7/17/2020,Telangana,237817,,42496,
7/18/2020,Telangana,252700,,43780,
7/19/2020,Telangana,265219,,45076,
7/20/2020,Telangana,276222,,46274,
7/21/2020,Telangana,293077,,47705,
7/22/2020,Telangana,308959,,49259,
7/23/2020,Telangana,322326,,50826,
7/24/2020,Telangana,337771,,52466,
7/25/2020,Telangana,353425,,54059,
7/27/2020,Telangana,363242,,55532,
7/28/2020,Telangana,379081,,57142,
7/29/2020,Telangana,397939,,58906,
7/30/2020,Telangana,416202,,60717,
7/31/2020,Telangana,437582,,62703,
8/1/2020,Telangana,458593,,64786,
8/2/2020,Telangana,477795,,66677,
8/3/2020,Telangana,487238,,67660,
8/4/2020,Telangana,501025,,68946,
8/5/2020,Telangana,522143,,70958,
8/6/2020,Telangana,543489,,73050,
8/7/2020,Telangana,566984,,75257,
8/8/2020,Telangana,590306,,77513,
8/9/2020,Telangana,613231,,79495,
8/10/2020,Telangana,624840,,80751,
8/11/2020,Telangana,642875,,82647,
8/12/2020,Telangana,665847,,,
8/13/2020,Telangana,689150,,,
8/14/2020,Telangana,711196,,,
8/15/2020,Telangana,732435,,90259,
8/16/2020,Telangana,744555,,91361,
8/17/2020,Telangana,753349,,,
8/18/2020,Telangana,772928,,93937,
8/19/2020,Telangana,797470,,95700,
8/20/2020,Telangana,821311,,97424,
8/21/2020,Telangana,848078,,99391,
8/22/2020,Telangana,891173,,101865,
8/23/2020,Telangana,931839,,104249,
8/24/2020,Telangana,968121,,106091,
8/25/2020,Telangana,1021054,,108670,
8/26/2020,Telangana,1082094,,111688,
8/27/2020,Telangana,1142480,,114483,
8/28/2020,Telangana,1204343,,117415,
8/29/2020,Telangana,1266643,,120166,
8/30/2020,Telangana,1327791,,123090,
8/31/2020,Telangana,1365582,,124963,
9/1/2020,Telangana,1423846,,,
9/2/2020,Telangana,1483267,,,
9/3/2020,Telangana,1542978,,,
9/4/2020,Telangana,1605521,,,
9/5/2020,Telangana,1667653,,,
9/6/2020,Telangana,1730389,,,
9/7/2020,Telangana,1766982,,,
9/8/2020,Telangana,1827905,,,
9/9/2020,Telangana,1890554,,,
9/10/2020,Telangana,1953571,,,
9/11/2020,Telangana,2016461,,,
9/12/2020,Telangana,2078695,,,
9/13/2020,Telangana,2134912,,,
9/14/2020,Telangana,2169339,,,
9/15/2020,Telangana,2220586,,,
9/16/2020,Telangana,2276222,,,
9/17/2020,Telangana,2329316,,,
9/18/2020,Telangana,2379950,,,
9/19/2020,Telangana,2434409,,,
9/20/2020,Telangana,2488220,,,
9/21/2020,Telangana,2519315,,,
9/22/2020,Telangana,2573005,,,
9/23/2020,Telangana,2628897,,,
9/24/2020,Telangana,2684215,,,
9/25/2020,Telangana,2741836,,,
9/26/2020,Telangana,2800761,,,
9/27/2020,Telangana,2850869,,,
9/28/2020,Telangana,2886334,,,
9/29/2020,Telangana,2940642,,,
9/30/2020,Telangana,2996001,,,
10/1/2020,Telangana,3050444,,,
10/2/2020,Telangana,3104542,,,
10/3/2020,Telangana,3153626,,,
10/4/2020,Telangana,3205249,,,
10/5/2020,Telangana,3241597,,,
10/6/2020,Telangana,3292195,,,
10/7/2020,Telangana,3346472,,,
10/8/2020,Telangana,3396839,,,
10/9/2020,Telangana,3449925,,,
10/10/2020,Telangana,3500394,,,
10/11/2020,Telangana,3547051,,,
10/12/2020,Telangana,3577261,,,
10/13/2020,Telangana,3624096,,,
10/14/2020,Telangana,3664152,,,
10/15/2020,Telangana,3703047,,,
10/16/2020,Telangana,3746963,,,
10/17/2020,Telangana,3789460,,,
10/18/2020,Telangana,3830503,,,
10/19/2020,Telangana,3856530,,,
10/20/2020,Telangana,3898829,,,
10/21/2020,Telangana,3940304,,,
10/22/2020,Telangana,3978869,,,
10/23/2020,Telangana,4017353,,,
10/24/2020,Telangana,4052633,,,
10/25/2020,Telangana,4079688,,,
10/26/2020,Telangana,4094417,,,
10/27/2020,Telangana,4115516,,,
10/28/2020,Telangana,4155597,,,
10/29/2020,Telangana,4196958,,,
10/30/2020,Telangana,4240748,,,
10/31/2020,Telangana,4281991,,,
11/1/2020,Telangana,4323666,,,
11/2/2020,Telangana,4349309,,,
11/3/2020,Telangana,4394330,,,
11/4/2020,Telangana,4439856,,,
11/5/2020,Telangana,4484183,,,
11/6/2020,Telangana,4531153,,,
11/7/2020,Telangana,4575797,,,
11/8/2020,Telangana,4618470,,,
11/9/2020,Telangana,4642276,,,
11/10/2020,Telangana,4684766,,,
11/11/2020,Telangana,4729401,,,
11/12/2020,Telangana,4770004,,,
11/13/2020,Telangana,4812167,,,
11/14/2020,Telangana,4853169,,,
11/15/2020,Telangana,4874433,,,
11/16/2020,Telangana,4891729,,,
11/17/2020,Telangana,4929974,,,
11/18/2020,Telangana,4972407,,,
11/19/2020,Telangana,5011164,,,
11/20/2020,Telangana,5050612,,,
11/21/2020,Telangana,5092689,,,
11/22/2020,Telangana,5134335,,,
11/23/2020,Telangana,5158474,,,
11/24/2020,Telangana,5201214,,,
11/25/2020,Telangana,5248807,,,
11/26/2020,Telangana,5289908,,,
11/27/2020,Telangana,5332150,,,
11/28/2020,Telangana,5374141,,,
11/29/2020,Telangana,5420421,,,
11/30/2020,Telangana,5453461,,,
12/1/2020,Telangana,5500058,,,
12/2/2020,Telangana,5551620,,,
12/3/2020,Telangana,5605306,,,
12/4/2020,Telangana,5662711,,,
12/5/2020,Telangana,5722182,,,
12/6/2020,Telangana,5779490,,,
12/7/2020,Telangana,5812588,,,
12/8/2020,Telangana,5868233,,,
12/9/2020,Telangana,5919635,,,
12/10/2020,Telangana,5973031,,,
12/11/2020,Telangana,6029209,,,
12/13/2020,Telangana,6128703,,,
12/14/2020,Telangana,6157683,,,
12/15/2020,Telangana,6205688,,,
12/16/2020,Telangana,6257745,,,
12/17/2020,Telangana,6306397,,,
12/18/2020,Telangana,6354388,,,
12/19/2020,Telangana,6401082,,,
12/20/2020,Telangana,6443052,,,
12/21/2020,Telangana,6475766,,,
12/22/2020,Telangana,6520993,,,
12/23/2020,Telangana,6566602,,,
12/24/2020,Telangana,6611118,,,
12/25/2020,Telangana,6655987,,,
12/26/2020,Telangana,6686363,,,
12/27/2020,Telangana,6723710,,,
12/28/2020,Telangana,6750954,,,
12/29/2020,Telangana,6793691,,,
12/30/2020,Telangana,6839281,,,
12/31/2020,Telangana,6882694,,,
1/1/2021,Telangana,6924707,,,
1/2/2021,Telangana,6951297,,,
1/3/2021,Telangana,6991487,,,
1/4/2021,Telangana,7018564,,,
1/5/2021,Telangana,7061049,,,
1/6/2021,Telangana,7104367,,,
1/7/2021,Telangana,7145613,,,
1/8/2021,Telangana,7184598,,,
1/9/2021,Telangana,7215785,,,
1/10/2021,Telangana,7253236,,,
1/11/2021,Telangana,7278021,,,
1/12/2021,Telangana,7312452,,,
1/13/2021,Telangana,7350644,,,
1/14/2021,Telangana,7379538,,,
1/15/2021,Telangana,7399436,,,
1/16/2021,Telangana,7428389,,,
1/17/2021,Telangana,7461687,,,
1/18/2021,Telangana,7483580,,,
1/19/2021,Telangana,7515066,,,
1/20/2021,Telangana,7542537,,,
1/21/2021,Telangana,7574184,,,
1/22/2021,Telangana,7602975,,,
1/23/2021,Telangana,7632980,,,
1/24/2021,Telangana,7662540,,,
1/25/2021,Telangana,7682361,,,
1/26/2021,Telangana,7711810,,,
1/27/2021,Telangana,7728296,,,
1/28/2021,Telangana,7759415,,,
1/29/2021,Telangana,7790901,,,
1/30/2021,Telangana,7823989,,,
1/31/2021,Telangana,7861361,,,
2/1/2021,Telangana,7879047,,,
2/2/2021,Telangana,7915105,,,
2/3/2021,Telangana,7955308,,,
2/4/2021,Telangana,7996651,,,
2/5/2021,Telangana,8034038,,,
2/6/2021,Telangana,8069459,,,
2/7/2021,Telangana,8104264,,,
2/8/2021,Telangana,8122516,,,
2/9/2021,Telangana,8154347,,,
2/10/2021,Telangana,8184013,,,
2/11/2021,Telangana,8213768,,,
2/12/2021,Telangana,8242105,,,
2/13/2021,Telangana,8269364,,,
2/14/2021,Telangana,8295638,,,
2/15/2021,Telangana,8311404,,,
2/16/2021,Telangana,8336255,,,
2/17/2021,Telangana,8360950,,,
2/18/2021,Telangana,8385870,,,
2/19/2021,Telangana,8409631,,,
2/20/2021,Telangana,8433333,,,
2/21/2021,Telangana,8456940,,,
2/22/2021,Telangana,8471684,,,
2/26/2021,Telangana,8618845,,,
2/27/2021,Telangana,8659666,,,
2/28/2021,Telangana,8700651,,,
3/1/2021,Telangana,8721026,,,
3/2/2021,Telangana,8761207,,,
3/3/2021,Telangana,8801651,,,
3/4/2021,Telangana,8842852,,,
3/5/2021,Telangana,8883295,,,
3/6/2021,Telangana,8924007,,,
3/7/2021,Telangana,8964623,,,
3/8/2021,Telangana,8984552,,,
3/9/2021,Telangana,9016741,,,
3/10/2021,Telangana,9055741,,,
3/11/2021,Telangana,9093645,,,
3/12/2021,Telangana,9114985,,,
3/13/2021,Telangana,9149467,,,
3/14/2021,Telangana,9200465,,,
3/15/2021,Telangana,9238982,,,
3/16/2021,Telangana,9299245,,,
3/17/2021,Telangana,9359772,,,
3/18/2021,Telangana,9419677,,,
3/19/2021,Telangana,9482649,,,
3/20/2021,Telangana,9548685,,,
3/21/2021,Telangana,9613583,,,
3/22/2021,Telangana,9650662,,,
3/23/2021,Telangana,9718833,,,
3/24/2021,Telangana,9789113,,,
3/25/2021,Telangana,9845577,,,
3/26/2021,Telangana,9903125,,,
3/27/2021,Telangana,9961154,,,
3/28/2021,Telangana,10019096,,,
3/29/2021,Telangana,10053026,,,
3/30/2021,Telangana,10095487,,,
3/31/2021,Telangana,10151609,,,
4/1/2021,Telangana,10210906,,,
4/2/2021,Telangana,10270249,,,
4/3/2021,Telangana,10329954,,,
4/4/2021,Telangana,10392927,,,
4/5/2021,Telangana,10435997,,,
4/6/2021,Telangana,10498347,,,
4/7/2021,Telangana,10572621,,,
4/8/2021,Telangana,10659953,,,
4/9/2021,Telangana,10761939,,,
4/10/2021,Telangana,10873665,,,
4/11/2021,Telangana,10988976,,,
4/12/2021,Telangana,11068003,,,
4/13/2021,Telangana,11181010,,,
4/14/2021,Telangana,11253374,,,
4/15/2021,Telangana,11360001,,,
4/16/2021,Telangana,11481881,,,
4/17/2021,Telangana,11608116,,,
4/18/2021,Telangana,11737753,,,
4/19/2021,Telangana,11820842,,,
4/20/2021,Telangana,11942985,,,
4/21/2021,Telangana,12073090,,,
4/22/2021,Telangana,12175425,,,
4/23/2021,Telangana,12281027,,,
4/24/2021,Telangana,12384797,,,
4/25/2021,Telangana,12493399,,,
4/26/2021,Telangana,12566674,,,
4/27/2021,Telangana,12666312,,,
4/28/2021,Telangana,12748582,,,
4/29/2021,Telangana,12828763,,,
4/30/2021,Telangana,12905854,,,
5/1/2021,Telangana,12983784,,,
5/2/2021,Telangana,13060114,,,
5/3/2021,Telangana,13118856,,,
5/4/2021,Telangana,13189817,,,
5/5/2021,Telangana,13267252,,,
5/6/2021,Telangana,13347076,,,
5/7/2021,Telangana,13488498,,,
5/8/2021,Telangana,13557646,,,
5/9/2021,Telangana,13613004,,,
5/10/2021,Telangana,13678927,,,
5/11/2021,Telangana,13754216,,,
5/12/2021,Telangana,13823741,,,
5/13/2021,Telangana,13894962,,,
5/14/2021,Telangana,13952378,,,
5/15/2021,Telangana,14016740,,,
5/16/2021,Telangana,14061725,,,
5/17/2021,Telangana,14124316,,,
5/18/2021,Telangana,14195932,,,
5/19/2021,Telangana,14267002,,,
5/20/2021,Telangana,14336254,,,
5/21/2021,Telangana,14402251,,,
5/22/2021,Telangana,14465371,,,
5/23/2021,Telangana,14507897,,,
5/24/2021,Telangana,14567606,,,
5/25/2021,Telangana,14648809,,,
5/26/2021,Telangana,14739857,,,
5/27/2021,Telangana,14830083,,,
5/28/2021,Telangana,14927319,,,
5/29/2021,Telangana,15027996,,,
5/30/2021,Telangana,15089049,,,
5/31/2021,Telangana,15176159,,,
6/1/2021,Telangana,15270348,,,
6/2/2021,Telangana,15379044,,,
6/3/2021,Telangana,15489213,,,
6/4/2021,Telangana,15625309,,,
6/5/2021,Telangana,15763491,,,
6/6/2021,Telangana,15861242,,,
6/7/2021,Telangana,15994238,,,
6/8/2021,Telangana,16127372,,,
6/9/2021,Telangana,16257268,,,
6/10/2021,Telangana,16387698,,,
6/11/2021,Telangana,16511764,,,
6/12/2021,Telangana,16632289,,,
6/13/2021,Telangana,16723910,,,
6/14/2021,Telangana,16834591,,,
6/15/2021,Telangana,16954634,,,
6/16/2021,Telangana,17070886,,,
6/17/2021,Telangana,17190350,,,
6/18/2021,Telangana,17314780,,,
6/19/2021,Telangana,17437785,,,
6/20/2021,Telangana,17525639,,,
6/21/2021,Telangana,17645176,,,
6/22/2021,Telangana,17770083,,,
6/23/2021,Telangana,17888192,,,
4/11/2020,Tripura,337,335,2,
4/15/2020,Tripura,738,,2,
4/16/2020,Tripura,762,760,2,
4/21/2020,Tripura,2604,2602,2,
4/22/2020,Tripura,3215,3123,2,
5/1/2020,Tripura,4828,4825,3,
5/2/2020,Tripura,4955,4950,5,
5/3/2020,Tripura,5162,5157,5,
5/4/2020,Tripura,5394,5377,17,
5/5/2020,Tripura,5850,5820,30,
5/6/2020,Tripura,6228,6185,43,
5/7/2020,Tripura,6917,6828,89,
5/8/2020,Tripura,7448,7359,89,
5/9/2020,Tripura,8340,8221,119,
5/10/2020,Tripura,9091,8955,136,
5/11/2020,Tripura,9596,9442,154,
5/12/2020,Tripura,10344,10189,155,
5/13/2020,Tripura,11146,10991,155,
5/14/2020,Tripura,11804,11648,156,
5/15/2020,Tripura,12561,12405,156,
5/16/2020,Tripura,13178,13011,167,
5/17/2020,Tripura,13750,13583,167,
5/18/2020,Tripura,14286,14119,167,
5/19/2020,Tripura,15083,14914,169,
5/20/2020,Tripura,15822,15694,173,
5/21/2020,Tripura,16873,16610,173,
5/22/2020,Tripura,17721,17546,175,
5/23/2020,Tripura,18737,18546,191,
5/24/2020,Tripura,19278,19537,191,
5/25/2020,Tripura,20871,20637,198,
5/26/2020,Tripura,22049,21840,209,
5/27/2020,Tripura,23264,23032,232,
5/28/2020,Tripura,24126,23884,242,
5/29/2020,Tripura,25403,25159,244,
5/30/2020,Tripura,26376,26105,271,
5/31/2020,Tripura,27475,27159,316,
6/1/2020,Tripura,28360,27937,423,
6/2/2020,Tripura,29066,28595,471,
6/3/2020,Tripura,30481,29859,622,
6/4/2020,Tripura,31138,30492,646,
6/5/2020,Tripura,32300,31606,694,
6/6/2020,Tripura,33331,32582,749,
6/7/2020,Tripura,35263,34461,802,
6/8/2020,Tripura,37453,36613,840,
6/9/2020,Tripura,38572,37706,866,
6/10/2020,Tripura,40027,39130,897,
6/11/2020,Tripura,41389,40474,915,
6/12/2020,Tripura,40837,39877,960,
6/13/2020,Tripura,43972,42930,1042,
6/14/2020,Tripura,46015,44940,1075,
6/15/2020,Tripura,47683,46599,1084,
6/16/2020,Tripura,49208,48118,1090,
6/17/2020,Tripura,50268,49135,1133,
6/18/2020,Tripura,51495,50341,1154,
6/19/2020,Tripura,52752,51571,1181,
6/20/2020,Tripura,53905,52716,1189,
6/21/2020,Tripura,54983,53759,1224,
6/22/2020,Tripura,56035,54795,1240,
6/23/2020,Tripura,56901,55638,1263,
6/24/2020,Tripura,57753,56490,1263,
6/25/2020,Tripura,59025,57730,1295,
6/26/2020,Tripura,60199,58869,1330,
6/27/2020,Tripura,61194,59855,1339,
6/28/2020,Tripura,62278,60927,1351,
6/29/2020,Tripura,63364,61979,1385,
6/30/2020,Tripura,64478,63085,1393,
7/1/2020,Tripura,65549,64148,1401,
7/2/2020,Tripura,67255,65815,1440,
7/3/2020,Tripura,68634,67101,1533,
7/4/2020,Tripura,69891,68333,1558,
7/5/2020,Tripura,71338,69757,1581,
7/6/2020,Tripura,73058,71366,1692,
7/7/2020,Tripura,74230,72514,1716,
7/8/2020,Tripura,75641,73868,1773,
7/9/2020,Tripura,77439,75650,1789,
7/10/2020,Tripura,79429,77498,1931,
7/11/2020,Tripura,81631,79669,1962,
7/12/2020,Tripura,83353,81286,2067,
7/13/2020,Tripura,86211,84118,2093,
7/14/2020,Tripura,88677,86494,2183,
7/15/2020,Tripura,92313,90032,2281,
7/16/2020,Tripura,95328,,2379,
7/17/2020,Tripura,97471,95092,2497,
7/18/2020,Tripura,105058,102390,2668,
7/19/2020,Tripura,109290,106398,2892,
7/20/2020,Tripura,114165,111072,3093,
7/21/2020,Tripura,119046,115701,3345,
7/22/2020,Tripura,123269,119801,3471,
7/23/2020,Tripura,127742,,3677,
7/24/2020,Tripura,131485,127708,3777,
7/25/2020,Tripura,135436,131554,3882,
7/26/2020,Tripura,138100,134181,3919,
7/27/2020,Tripura,142275,138209,4066,
7/28/2020,Tripura,148877,144590,4287,
7/29/2020,Tripura,156382,151879,4503,
7/30/2020,Tripura,163640,158918,4722,
7/31/2020,Tripura,170834,165838,4996,
8/1/2020,Tripura,176171,170923,5248,
8/2/2020,Tripura,180684,175295,5389,
8/4/2020,Tripura,184227,178707,5520,
8/5/2020,Tripura,187848,182205,5643,
8/6/2020,Tripura,190492,184752,5740,
8/7/2020,Tripura,193268,187400,5868,
8/8/2020,Tripura,196440,190426,6014,
8/9/2020,Tripura,199937,193776,6161,
8/10/2020,Tripura,202004,195781,6223,
8/11/2020,Tripura,205125,198738,6387,
8/12/2020,Tripura,208165,201668,6497,
8/13/2020,Tripura,210678,204060,6618,
8/14/2020,Tripura,213730,206948,6782,
8/15/2020,Tripura,217119,210170,6949,
8/16/2020,Tripura,218981,211905,7076,
8/17/2020,Tripura,220789,213570,7219,
8/18/2020,Tripura,223966,216542,7424,
8/19/2020,Tripura,228003,220343,7660,
8/20/2020,Tripura,230716,222866,7850,
8/21/2020,Tripura,233713,225607,8106,
8/22/2020,Tripura,237750,229364,8386,
8/23/2020,Tripura,241101,232384,8717,
8/24/2020,Tripura,243613,234696,8917,
8/25/2020,Tripura,247299,238089,9210,
8/26/2020,Tripura,251657,242118,9539,
8/27/2020,Tripura,255877,245953,9924,
8/28/2020,Tripura,260373,249940,10433,
8/29/2020,Tripura,264655,253779,10876,
8/30/2020,Tripura,268276,256953,11323,
8/31/2020,Tripura,271170,259526,11644,
9/1/2020,Tripura,274199,262046,12153,
9/2/2020,Tripura,277951,265232,12719,
9/3/2020,Tripura,282798,269489,13309,
9/4/2020,Tripura,287018,273185,13833,
9/5/2020,Tripura,292269,277745,,
9/6/2020,Tripura,297100,281973,15127,
9/7/2020,Tripura,300486,284960,15526,
9/8/2020,Tripura,304758,288604,16154,
9/9/2020,Tripura,308922,292186,16736,
9/10/2020,Tripura,313816,296545,17271,
9/11/2020,Tripura,318581,300751,17830,
9/12/2020,Tripura,323628,305328,18300,
9/13/2020,Tripura,327843,308914,18929,
9/14/2020,Tripura,331371,312187,19184,
9/15/2020,Tripura,335686,315971,19715,
9/16/2020,Tripura,340002,319833,20169,
9/17/2020,Tripura,344918,324222,20696,
9/18/2020,Tripura,347959,326990,20969,
9/19/2020,Tripura,352004,330500,,
9/20/2020,Tripura,356354,334325,22029,
9/21/2020,Tripura,358876,336604,22272,
9/22/2020,Tripura,362478,339647,22831,
9/23/2020,Tripura,366835,343500,23335,
9/24/2020,Tripura,371699,347913,23786,
9/25/2020,Tripura,374960,350833,24127,
9/26/2020,Tripura,378120,353715,24405,
9/27/2020,Tripura,380779,356054,24725,
9/28/2020,Tripura,382589,357671,24918,
9/29/2020,Tripura,385690,360340,25350,
9/30/2020,Tripura,388672,362941,25731,
10/1/2020,Tripura,391684,365621,26063,
10/2/2020,Tripura,394382,368023,26359,
10/3/2020,Tripura,396413,369864,26549,
10/4/2020,Tripura,398609,371738,26871,
10/5/2020,Tripura,399915,372885,27030,
10/6/2020,Tripura,402294,374989,27305,
10/7/2020,Tripura,404688,377146,27542,
10/8/2020,Tripura,406747,378991,27756,
10/9/2020,Tripura,409037,381058,27979,
10/10/2020,Tripura,411567,383417,28150,
10/11/2020,Tripura,414550,386201,28349,
10/12/2020,Tripura,416489,388031,28458,
10/13/2020,Tripura,418985,390310,28675,
10/14/2020,Tripura,421575,392719,28856,
10/15/2020,Tripura,424147,395119,29028,
10/16/2020,Tripura,426745,397555,29190,
10/17/2020,Tripura,428975,399651,29324,
10/18/2020,Tripura,431581,402116,29465,
10/19/2020,Tripura,433688,404138,,
10/20/2020,Tripura,435868,406183,29685,
10/21/2020,Tripura,438334,408537,29797,
10/22/2020,Tripura,441342,411420,29922,
10/23/2020,Tripura,443478,413411,30067,
10/24/2020,Tripura,446317,416185,30132,
10/25/2020,Tripura,448279,418061,30218,
10/26/2020,Tripura,449199,418945,,
10/27/2020,Tripura,449911,419621,30290,
10/28/2020,Tripura,452230,421780,30450,
10/29/2020,Tripura,454388,423825,30563,
10/30/2020,Tripura,456957,426297,30660,
10/31/2020,Tripura,458380,427666,30714,
11/1/2020,Tripura,459891,429100,30791,
11/2/2020,Tripura,461315,430466,30849,
